time,open,high,low,close,tick_volume,spread,real_volume
2023-07-25 12:00:00,10.383,10.4205,10.37856,10.40624,16238,640,0
2023-07-25 16:00:00,10.40558,10.44856,10.36777,10.38554,18461,640,0
2023-07-25 20:00:00,10.38544,10.39233,10.34955,10.35628,7069,640,0
2023-07-26 00:00:00,10.36415,10.37411,10.3535,10.37004,5399,901,0
2023-07-26 04:00:00,10.36994,10.38674,10.35784,10.36634,11254,719,0
2023-07-26 08:00:00,10.36624,10.38809,10.33448,10.37544,16170,640,0
2023-07-26 12:00:00,10.37544,10.43545,10.36961,10.43372,16328,640,0
2023-07-26 16:00:00,10.43352,10.45389,10.41684,10.41774,18492,640,0
2023-07-26 20:00:00,10.41729,10.4544,10.37426,10.39679,23201,715,0
2023-07-27 00:00:00,10.39408,10.3992,10.3788,10.3829,6990,811,0
2023-07-27 04:00:00,10.3829,10.38574,10.34074,10.36724,7630,785,0
2023-07-27 08:00:00,10.36764,10.39994,10.30284,10.30993,18529,640,0
2023-07-27 12:00:00,10.30973,10.43143,10.29499,10.42372,20348,640,0
2023-07-27 16:00:00,10.42372,10.50486,10.4064,10.469,27486,640,0
2023-07-27 20:00:00,10.46867,10.52619,10.447,10.5113,14015,640,0
2023-07-28 00:00:00,10.5063,10.50978,10.47051,10.501,7624,874,0
2023-07-28 04:00:00,10.50112,10.53388,10.4909,10.516539999999999,26220,807,0
2023-07-28 08:00:00,10.51711,10.58582,10.47707,10.55818,26897,640,0
2023-07-28 12:00:00,10.558,10.5584,10.4695,10.50706,19858,640,0
2023-07-28 16:00:00,10.50706,10.53684,10.47085,10.51393,23825,640,0
2023-07-28 20:00:00,10.51387,10.54648,10.51178,10.53328,9743,640,0
2023-07-31 00:00:00,10.52875,10.54056,10.51441,10.53834,7939,1001,0
2023-07-31 04:00:00,10.53844,10.54674,10.52204,10.5465,18179,725,0
2023-07-31 08:00:00,10.5465,10.5555,10.49998,10.50074,21901,640,0
2023-07-31 12:00:00,10.50093,10.51244,10.47118,10.4913,17277,640,0
2023-07-31 16:00:00,10.49157,10.51067,10.44292,10.50067,22240,640,0
2023-07-31 20:00:00,10.50079,10.52463,10.48944,10.50718,7617,641,0
2023-08-01 00:00:00,10.50691,10.52404,10.50691,10.52254,5253,865,0
2023-08-01 04:00:00,10.5226,10.54354,10.52248,10.53794,13080,801,0
2023-08-01 08:00:00,10.53776,10.60044,10.52318,10.59057,19297,640,0
2023-08-01 12:00:00,10.59073,10.63888,10.57889,10.63602,16836,640,0
2023-08-01 16:00:00,10.63602,10.63657,10.57425,10.60934,21145,640,0
2023-08-01 20:00:00,10.60924,10.62779,10.58735,10.59043,8487,672,0
2023-08-02 00:00:00,10.5451,10.58512,10.5337,10.57648,11373,935,0
2023-08-02 04:00:00,10.57626,10.60564,10.56134,10.598,14373,727,0
2023-08-02 08:00:00,10.598,10.6564,10.58032,10.62922,27669,640,0
2023-08-02 12:00:00,10.62932,10.68134,10.61584,10.67555,23219,640,0
2023-08-02 16:00:00,10.67568,10.74981,10.66292,10.7011,23917,640,0
2023-08-02 20:00:00,10.7011,10.72259,10.68574,10.70525,8063,650,0
2023-08-03 00:00:00,10.7053,10.73461,10.67714,10.699300000000001,4608,860,0
2023-08-03 04:00:00,10.69934,10.7297,10.6807,10.72922,17882,786,0
2023-08-03 08:00:00,10.72894,10.74746,10.69594,10.74257,21857,640,0
2023-08-03 12:00:00,10.74256,10.75247,10.69273,10.71928,21791,640,0
2023-08-03 16:00:00,10.71919,10.75049,10.67849,10.68692,23484,640,0
2023-08-03 20:00:00,10.68715,10.71209,10.66266,10.67224,7564,640,0
2023-08-04 00:00:00,10.6794,10.67981,10.64959,10.64959,5555,746,0
2023-08-04 04:00:00,10.64959,10.66474,10.63947,10.66349,22421,733,0
2023-08-04 08:00:00,10.66345,10.71268,10.65595,10.69776,18009,640,0
2023-08-04 12:00:00,10.69776,10.70738,10.61022,10.6264,18868,640,0
2023-08-04 16:00:00,10.62714,10.62837,10.53163,10.54004,23196,640,0
2023-08-04 20:00:00,10.54027,10.58462,10.53809,10.56612,11398,640,0
2023-08-07 00:00:00,10.60155,10.62593,10.55826,10.57167,6192,976,0
2023-08-07 04:00:00,10.57167,10.59175,10.56629,10.58045,14494,754,0
2023-08-07 08:00:00,10.58045,10.6372,10.57455,10.62833,16150,640,0
2023-08-07 12:00:00,10.62838,10.65193,10.58319,10.58411,15003,640,0
2023-08-07 16:00:00,10.58411,10.61996,10.57689,10.58879,16652,640,0
2023-08-07 20:00:00,10.58884,10.59203,10.53443,10.57545,6997,640,0
2023-08-08 00:00:00,10.58695,10.60385,10.56183,10.60225,5882,928,0
2023-08-08 04:00:00,10.60225,10.63002,10.600249999999999,10.60734,7303,726,0
2023-08-08 08:00:00,10.60713,10.65002,10.58545,10.62997,17168,640,0
2023-08-08 12:00:00,10.63011,10.75132,10.62822,10.72113,21367,640,0
2023-08-08 16:00:00,10.72104,10.74338,10.6992,10.71485,20154,640,0
2023-08-08 20:00:00,10.71383,10.71405,10.69257,10.69461,8123,640,0
2023-08-09 00:00:00,10.7063,10.72375,10.69536,10.71685,5223,991,0
2023-08-09 04:00:00,10.71675,10.72535,10.68909,10.69479,14811,640,0
2023-08-09 08:00:00,10.69495,10.69624,10.63752,10.6495,19280,640,0
2023-08-09 12:00:00,10.64963,10.69742,10.64559,10.67823,16625,640,0
2023-08-09 16:00:00,10.67807,10.69899,10.65575,10.68626,16492,640,0
2023-08-09 20:00:00,10.68594,10.68851,10.65989,10.65989,8118,640,0
2023-08-10 00:00:00,10.65929,10.67567,10.64404,10.66514,4698,834,0
2023-08-10 04:00:00,10.66498,10.67365,10.65735,10.66655,8090,842,0
2023-08-10 08:00:00,10.66649,10.6742,10.62469,10.64421,17969,640,0
2023-08-10 12:00:00,10.64433,10.65029,10.51946,10.57071,17692,640,0
2023-08-10 16:00:00,10.57087,10.64639,10.56287,10.64253,27709,640,0
2023-08-10 20:00:00,10.64248,10.70269,10.64191,10.68191,16101,640,0
2023-08-11 00:00:00,10.68649,10.70495,10.67304,10.69569,8607,930,0
2023-08-11 04:00:00,10.69575,10.69969,10.68429,10.69715,10996,782,0
2023-08-11 08:00:00,10.69715,10.72244,10.6781,10.69859,15195,640,0
2023-08-11 12:00:00,10.6984,10.81537,10.6984,10.80342,18779,640,0
2023-08-11 16:00:00,10.80373,10.84747,10.77636,10.83414,27453,640,0
2023-08-11 20:00:00,10.83416,10.84476,10.81187,10.81874,13576,640,0
2023-08-14 00:00:00,10.76283,10.84445,10.76261,10.84375,6230,890,0
2023-08-14 04:00:00,10.84389,10.86822,10.840489999999999,10.85069,11305,656,0
2023-08-14 08:00:00,10.85069,10.86063,10.81758,10.83289,20179,640,0
2023-08-14 12:00:00,10.8329,10.867280000000001,10.79431,10.855,16151,640,0
2023-08-14 16:00:00,10.85477,10.88399,10.76559,10.78091,25419,640,0
2023-08-14 20:00:00,10.78091,10.81216,10.77715,10.79243,9062,640,0
2023-08-15 00:00:00,10.78628,10.80893,10.78153,10.80293,4607,892,0
2023-08-15 04:00:00,10.80309,10.81369,10.77215,10.78169,12522,772,0
2023-08-15 08:00:00,10.78127,10.85392,10.75575,10.82275,25405,640,0
2023-08-15 12:00:00,10.82223,10.86277,10.80955,10.8202,21125,640,0
2023-08-15 16:00:00,10.82007,10.85463,10.78847,10.84527,27036,640,0
2023-08-15 20:00:00,10.8451,10.8717,10.83713,10.84752,15663,640,0
2023-08-16 00:00:00,10.8306,10.86898,10.8277,10.85927,4689,963,0
2023-08-16 04:00:00,10.85927,10.87147,10.84473,10.85523,15691,744,0
2023-08-16 08:00:00,10.85559,10.85833,10.82049,10.82706,18802,640,0
2023-08-16 12:00:00,10.82718,10.86539,10.82031,10.86529,19642,640,0
2023-08-16 16:00:00,10.86529,10.91631,10.82528,10.90918,23262,640,0
2023-08-16 20:00:00,10.90916,10.93602,10.89354,10.90171,16635,644,0
2023-08-17 00:00:00,10.89245,10.93683,10.88564,10.93445,8728,816,0
2023-08-17 04:00:00,10.93445,10.94537,10.92695,10.92925,14180,786,0
2023-08-17 08:00:00,10.92905,10.94372,10.89923,10.92063,20208,640,0
2023-08-17 12:00:00,10.92116,10.940339999999999,10.84991,10.86925,21881,640,0
2023-08-17 16:00:00,10.86895,10.91752,10.85825,10.90237,22338,640,0
2023-08-17 20:00:00,10.902519999999999,10.94069,10.90155,10.91644,13235,640,0
2023-08-18 00:00:00,10.91721,10.9345,10.89022,10.91809,7424,710,0
2023-08-18 04:00:00,10.91801,10.92365,10.89559,10.92143,17401,812,0
2023-08-18 08:00:00,10.92143,10.97343,10.9119,10.96604,19775,640,0
2023-08-18 12:00:00,10.96634,10.99666,10.94096,10.99079,30300,640,0
2023-08-18 16:00:00,10.99069,11.00032,10.94462,10.94626,32384,640,0
2023-08-18 20:00:00,10.94626,10.98235,10.94079,10.96925,15966,640,0
2023-08-21 00:00:00,10.9449,10.97713,10.9154,10.96828,17618,657,0
2023-08-21 04:00:00,10.9684,10.98896,10.96664,10.98022,31239,640,0
2023-08-21 08:00:00,10.98021,10.99614,10.94929,10.95755,31860,640,0
2023-08-21 12:00:00,10.95706,10.95881,10.89729,10.92175,37905,640,0
2023-08-21 16:00:00,10.92195,10.97716,10.91861,10.9477,33093,640,0
2023-08-21 20:00:00,10.9477,10.95849,10.93733,10.94757,16365,640,0
2023-08-22 00:00:00,10.94758,10.96283,10.93625,10.94987,25208,658,0
2023-08-22 04:00:00,10.94987,10.95691,10.92359,10.93702,50516,680,0
2023-08-22 08:00:00,10.93735,10.95019,10.8756,10.89408,29905,640,0
2023-08-22 12:00:00,10.89406,10.92139,10.87979,10.91773,24710,640,0
2023-08-22 16:00:00,10.91778,10.96858,10.91432,10.93846,28510,640,0
2023-08-22 20:00:00,10.93845,10.94251,10.92076,10.92166,7510,640,0
2023-08-23 00:00:00,10.92166,10.94131,10.90549,10.91402,15420,751,0
2023-08-23 04:00:00,10.91403,10.92351,10.90046,10.90649,30614,672,0
2023-08-23 08:00:00,10.90652,10.9808,10.89782,10.97299,37273,640,0
2023-08-23 12:00:00,10.97288,11.03119,10.97145,11.01126,32162,640,0
2023-08-23 16:00:00,11.01102,11.01303,10.90827,10.9172,41672,640,0
2023-08-23 20:00:00,10.91725,10.9237,10.89859,10.91678,17580,640,0
2023-08-24 00:00:00,10.87082,10.91259,10.86791,10.91019,15384,792,0
