time,open,high,low,close,tick_volume,spread,real_volume
2023-07-25 16:00:00,0.6772,0.67919,0.67523,0.67814,12407,16,0
2023-07-25 20:00:00,0.67814,0.67941,0.67799,0.67909,6280,16,0
2023-07-26 00:00:00,0.67755,0.67921,0.6773,0.67761,4966,16,0
2023-07-26 04:00:00,0.67759,0.678,0.67293,0.67589,11421,16,0
2023-07-26 08:00:00,0.6759,0.67751,0.67583,0.67643,11787,16,0
2023-07-26 12:00:00,0.67642,0.67666,0.6734,0.67356,9378,16,0
2023-07-26 16:00:00,0.67355,0.67633,0.67301,0.67518,14062,16,0
2023-07-26 20:00:00,0.67517,0.67828,0.67306,0.67566,18333,16,0
2023-07-27 00:00:00,0.67522,0.67711,0.67522,0.67702,4254,16,0
2023-07-27 04:00:00,0.67704,0.68204,0.67697,0.68106,11451,16,0
2023-07-27 08:00:00,0.68105,0.68181,0.67851,0.68115,10560,16,0
2023-07-27 12:00:00,0.68118,0.68149,0.67712,0.67784,12122,16,0
2023-07-27 16:00:00,0.67783,0.67795,0.67206,0.67349,18180,16,0
2023-07-27 20:00:00,0.67352,0.67483,0.66973,0.67077,12823,16,0
2023-07-28 00:00:00,0.67003,0.67126,0.6695,0.66967,5766,16,0
2023-07-28 04:00:00,0.6697,0.67071,0.66421,0.66507,16614,16,0
2023-07-28 08:00:00,0.66506,0.66696,0.66218,0.66417,14841,16,0
2023-07-28 12:00:00,0.66417,0.66843,0.66395,0.66635,10525,16,0
2023-07-28 16:00:00,0.66634,0.66748,0.66493,0.66613,13008,16,0
2023-07-28 20:00:00,0.66613,0.66622,0.66446,0.66456,7174,16,0
2023-07-31 00:00:00,0.66489,0.66684,0.66465,0.66664,5199,16,0
2023-07-31 04:00:00,0.66666,0.66807,0.66576,0.66742,12845,16,0
2023-07-31 08:00:00,0.66742,0.66996,0.667,0.66923,12868,16,0
2023-07-31 12:00:00,0.66924,0.67175,0.66912,0.67112,9774,16,0
2023-07-31 16:00:00,0.67108,0.67387,0.67025,0.67236,14571,16,0
2023-07-31 20:00:00,0.67236,0.67287,0.67129,0.67162,5966,16,0
2023-08-01 00:00:00,0.67142,0.67226,0.67103,0.67126,3186,16,0
2023-08-01 04:00:00,0.67126,0.67165,0.66567,0.66744,11238,16,0
2023-08-01 08:00:00,0.66744,0.6678,0.66247,0.66347,11288,16,0
2023-08-01 12:00:00,0.66346,0.66389,0.66046,0.66056,11228,16,0
2023-08-01 16:00:00,0.66059,0.66315,0.66035,0.66051,14666,16,0
2023-08-01 20:00:00,0.6605,0.66151,0.66013,0.66119,5504,16,0
2023-08-02 00:00:00,0.66092,0.66225,0.66052,0.66137,6859,16,0
