time,open,high,low,close,tick_volume,spread,real_volume
2023-07-25 16:00:00,0.86784,0.8692,0.86363,0.86458,12296,19,0
2023-07-25 20:00:00,0.86459,0.8656,0.86323,0.86328,4789,19,0
2023-07-26 00:00:00,0.86289,0.86546,0.86289,0.86526,3015,19,0
2023-07-26 04:00:00,0.86525,0.86555,0.86432,0.86493,6182,19,0
2023-07-26 08:00:00,0.86494,0.8651,0.86125,0.86247,11095,19,0
2023-07-26 12:00:00,0.86248,0.8639,0.86099,0.86251,8935,19,0
2023-07-26 16:00:00,0.86249,0.8639,0.86196,0.86313,11428,19,0
2023-07-26 20:00:00,0.86315,0.86395,0.85965,0.86069,18719,19,0
2023-07-27 00:00:00,0.86053,0.86171,0.85978,0.86077,3385,19,0
2023-07-27 04:00:00,0.86075,0.86075,0.85799,0.85978,6735,19,0
2023-07-27 08:00:00,0.85979,0.86118,0.8555,0.85585,13122,19,0
2023-07-27 12:00:00,0.85584,0.86248,0.85517,0.86155,17500,19,0
2023-07-27 16:00:00,0.86156,0.86939,0.86123,0.8679,23486,19,0
2023-07-27 20:00:00,0.86789,0.86978,0.86603,0.86878,14983,19,0
2023-07-28 00:00:00,0.86862,0.86945,0.86756,0.86937,4562,19,0
2023-07-28 04:00:00,0.86937,0.86996,0.8685,0.86877,15795,19,0
2023-07-28 08:00:00,0.86877,0.87355,0.86819,0.87109,22938,19,0
2023-07-28 12:00:00,0.87107,0.87188,0.86648,0.86822,17857,19,0
2023-07-28 16:00:00,0.86822,0.86965,0.86601,0.86816,19563,19,0
2023-07-28 20:00:00,0.86817,0.87067,0.86817,0.87012,7054,19,0
2023-07-31 00:00:00,0.86778,0.8702,0.86769,0.86976,6283,19,0
2023-07-31 04:00:00,0.86976,0.87185,0.86959,0.87184,8345,19,0
2023-07-31 08:00:00,0.87185,0.87189,0.86908,0.87043,12435,19,0
2023-07-31 12:00:00,0.87044,0.8729,0.8694,0.87138,8866,19,0
2023-07-31 16:00:00,0.87136,0.8724,0.86646,0.86938,15625,19,0
2023-07-31 20:00:00,0.86938,0.8723,0.86904,0.87169,7329,19,0
2023-08-01 00:00:00,0.87022,0.8724,0.86991,0.87237,3867,19,0
2023-08-01 04:00:00,0.87236,0.87313,0.87187,0.87235,6700,19,0
2023-08-01 08:00:00,0.87236,0.87536,0.8712,0.87483,12863,19,0
2023-08-01 12:00:00,0.87482,0.87771,0.87475,0.8773,13995,19,0
2023-08-01 16:00:00,0.87731,0.87746,0.87415,0.87573,17454,19,0
2023-08-01 20:00:00,0.87574,0.87664,0.87479,0.87507,7072,19,0
2023-08-02 00:00:00,0.87493,0.87498,0.87129,0.8729,9538,19,0
2023-08-02 04:00:00,0.87289,0.87559,0.87254,0.8752,10723,19,0
2023-08-02 08:00:00,0.8752,0.87847,0.87382,0.87699,18119,19,0
2023-08-02 12:00:00,0.877,0.88024,0.8762,0.87935,14582,19,0
2023-08-02 16:00:00,0.87936,0.88049,0.87619,0.87619,15022,19,0
2023-08-02 20:00:00,0.87619,0.87793,0.8757,0.87723,3911,19,0
2023-08-03 00:00:00,0.87713,0.8776,0.87634,0.87736,3136,19,0
2023-08-03 04:00:00,0.87737,0.87867,0.87661,0.87861,5194,19,0
2023-08-03 08:00:00,0.87862,0.87978,0.87708,0.87712,14385,19,0
2023-08-03 12:00:00,0.87711,0.87737,0.87362,0.87504,17697,19,0
2023-08-03 16:00:00,0.87503,0.87727,0.8732,0.87373,16973,19,0
2023-08-03 20:00:00,0.87374,0.87548,0.87352,0.87384,5241,19,0
2023-08-04 00:00:00,0.87361,0.87461,0.87361,0.87393,5295,21,0
2023-08-04 04:00:00,0.87392,0.87452,0.87295,0.87442,5417,19,0
2023-08-04 08:00:00,0.87443,0.87784,0.87365,0.8775,9560,19,0
2023-08-04 12:00:00,0.87749,0.87816,0.87231,0.87283,13324,19,0
2023-08-04 16:00:00,0.87286,0.87304,0.86984,0.87094,17458,19,0
2023-08-04 20:00:00,0.87094,0.87334,0.87065,0.87259,4590,19,0
2023-08-07 00:00:00,0.87111,0.87448,0.87083,0.87373,4823,21,0
2023-08-07 04:00:00,0.87374,0.87523,0.87368,0.8743,5105,19,0
2023-08-07 08:00:00,0.87429,0.87677,0.8737,0.87561,8696,19,0
2023-08-07 12:00:00,0.8756,0.87726,0.87468,0.87476,6694,19,0
2023-08-07 16:00:00,0.87475,0.87564,0.87325,0.87385,9198,19,0
2023-08-07 20:00:00,0.87385,0.87418,0.87234,0.87234,2543,19,0
2023-08-08 00:00:00,0.87194,0.87381,0.87194,0.87347,2552,20,0
2023-08-08 04:00:00,0.8735,0.87465,0.87336,0.87357,5432,19,0
2023-08-08 08:00:00,0.87356,0.87547,0.87192,0.87365,10421,19,0
2023-08-08 12:00:00,0.87365,0.87775,0.87352,0.87749,11541,19,0
2023-08-08 16:00:00,0.8775,0.87817,0.87494,0.87569,14566,19,0
2023-08-08 20:00:00,0.87569,0.87617,0.87507,0.87536,4725,19,0
2023-08-09 00:00:00,0.87524,0.87611,0.87461,0.8752,3861,20,0
2023-08-09 04:00:00,0.8752,0.87533,0.87419,0.87452,4431,19,0
2023-08-09 08:00:00,0.87451,0.8751,0.87309,0.87468,8097,19,0
2023-08-09 12:00:00,0.87469,0.87818,0.87455,0.87644,8739,19,0
2023-08-09 16:00:00,0.87643,0.87722,0.87491,0.87677,13739,19,0
2023-08-09 20:00:00,0.87677,0.87745,0.87569,0.87706,5236,19,0
2023-08-10 00:00:00,0.87706,0.87735,0.87558,0.87702,2477,19,0
2023-08-10 04:00:00,0.87702,0.87758,0.87621,0.87689,3660,19,0
2023-08-10 08:00:00,0.8769,0.87704,0.8722,0.87316,9131,19,0
2023-08-10 12:00:00,0.87317,0.87378,0.8689,0.87174,11314,19,0
2023-08-10 16:00:00,0.87181,0.87517,0.87152,0.87378,18490,19,0
2023-08-10 20:00:00,0.87379,0.87714,0.87373,0.87638,7905,19,0
2023-08-11 00:00:00,0.87499,0.87701,0.87497,0.87631,2599,20,0
2023-08-11 04:00:00,0.87631,0.87643,0.87564,0.87624,4539,20,0
2023-08-11 08:00:00,0.87625,0.87754,0.87579,0.87646,8767,19,0
2023-08-11 12:00:00,0.87645,0.87732,0.87329,0.87657,10679,19,0
2023-08-11 16:00:00,0.87659,0.87795,0.87487,0.87723,14222,19,0
2023-08-11 20:00:00,0.87723,0.87734,0.87582,0.87613,5319,19,0
2023-08-14 00:00:00,0.87501,0.87764,0.87501,0.87738,3419,19,0
2023-08-14 04:00:00,0.87738,0.87785,0.87696,0.87726,5236,19,0
2023-08-14 08:00:00,0.87723,0.87763,0.87545,0.87681,8980,19,0
2023-08-14 12:00:00,0.8768,0.88095,0.8761,0.88055,10122,19,0
