time,open,high,low,close,tick_volume,spread,real_volume
2023-07-25 16:00:00,1.3185799999999999,1.32085,1.31753,1.3186200000000001,12104,18,0
2023-07-25 20:00:00,1.3186200000000001,1.31883,1.31657,1.31705,4392,18,0
2023-07-26 00:00:00,1.31699,1.3189199999999999,1.31629,1.31884,2679,18,0
2023-07-26 04:00:00,1.31885,1.32016,1.31815,1.3189899999999999,4714,18,0
2023-07-26 08:00:00,1.319,1.31989,1.31711,1.31964,8632,18,0
2023-07-26 12:00:00,1.31966,1.32347,1.31951,1.32309,7801,18,0
2023-07-26 16:00:00,1.32309,1.32339,1.31977,1.32215,16341,18,0
2023-07-26 20:00:00,1.32217,1.32367,1.31921,1.32057,19037,18,0
2023-07-27 00:00:00,1.32055,1.32091,1.31857,1.3186,2469,18,0
2023-07-27 04:00:00,1.3185799999999999,1.3187,1.31622,1.31707,8263,18,0
2023-07-27 08:00:00,1.3170600000000001,1.3186,1.31612,1.31626,9587,18,0
2023-07-27 12:00:00,1.31627,1.31864,1.31572,1.3173599999999999,13397,18,0
2023-07-27 16:00:00,1.31737,1.31998,1.3173,1.3189899999999999,17768,18,0
2023-07-27 20:00:00,1.31898,1.32424,1.3183500000000001,1.32226,11801,18,0
2023-07-28 00:00:00,1.3222,1.32321,1.32142,1.32318,3889,18,0
2023-07-28 04:00:00,1.32317,1.32477,1.32196,1.32396,12234,18,0
2023-07-28 08:00:00,1.32397,1.32469,1.3217400000000001,1.32401,11604,18,0
2023-07-28 12:00:00,1.324,1.32419,1.31998,1.32168,12096,18,0
2023-07-28 16:00:00,1.3216700000000001,1.32417,1.3216700000000001,1.32297,15535,18,0
2023-07-28 20:00:00,1.32301,1.32486,1.3229,1.32483,7366,18,0
2023-07-31 00:00:00,1.32327,1.3254000000000001,1.32321,1.32469,3040,18,0
2023-07-31 04:00:00,1.32468,1.32606,1.32393,1.32518,6004,18,0
2023-07-31 08:00:00,1.32521,1.32566,1.3229,1.3233,7294,18,0
2023-07-31 12:00:00,1.32331,1.32363,1.3204099999999999,1.32084,9635,18,0
2023-07-31 16:00:00,1.32083,1.3210899999999999,1.31502,1.31644,15325,18,0
2023-07-31 20:00:00,1.3164500000000001,1.31913,1.31603,1.31879,6608,18,0
2023-08-01 00:00:00,1.31878,1.31944,1.31779,1.31928,2517,18,0
2023-08-01 04:00:00,1.31928,1.3229600000000001,1.31918,1.3219,5669,18,0
2023-08-01 08:00:00,1.3219,1.32592,1.32137,1.32526,8744,18,0
2023-08-01 12:00:00,1.32527,1.32976,1.32503,1.32934,10430,18,0
